Column1,Content ID,Datetime,Category,Content Type,Reaction ype,Sentiment,Score,,,,
18917,ee18c383-1e7a-4507-9e78-1061da09143a,16-06-2021 09:50,Education,audio,dislike,negative,10,,,,
18329,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,18-06-2020 23:32,Education,audio,dislike,negative,10,,,,
17619,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,27-11-2020 22:09,Education,audio,dislike,negative,10,,,,
17616,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,26-06-2020 21:00,Education,audio,dislike,negative,10,,,,
15645,e57d3bd7-da38-492d-a87d-3a643f61fd9c,11-01-2021 14:44,Education,audio,dislike,negative,10,,,,
15631,e57d3bd7-da38-492d-a87d-3a643f61fd9c,30-11-2020 03:08,Education,audio,dislike,negative,10,,,,
15630,e57d3bd7-da38-492d-a87d-3a643f61fd9c,12-12-2020 00:07,Education,audio,dislike,negative,10,,,,
15004,1c6be4a3-85ae-48da-81ff-44262690af51,01-10-2020 17:13,Education,audio,dislike,negative,10,,,,
13294,3af75639-bdaf-4461-b630-d212e7fb4f30,31-01-2021 04:23,Education,audio,dislike,negative,10,,,,
6362,062cbf2f-fc22-4357-8890-63e7f13fcd37,05-11-2020 21:44,Education,audio,dislike,negative,10,,,,
5523,58059956-4cde-4671-9baf-904851731540,11-10-2020 11:39,Education,audio,dislike,negative,10,,,,
5519,58059956-4cde-4671-9baf-904851731540,10-11-2020 18:05,Education,audio,dislike,negative,10,,,,
1724,f08bdab2-b888-484e-8fd9-919e6ed86c12,14-06-2021 14:19,Education,audio,dislike,negative,10,,,,
25404,331fad49-0e33-4676-8e2d-51ec52e86625,21-07-2020 10:28,Education,audio,disgust,negative,0,,,,
25398,331fad49-0e33-4676-8e2d-51ec52e86625,16-10-2020 20:29,Education,audio,disgust,negative,0,,,,
22725,04e1996d-ccb3-4b19-923a-8dc2a52e4bd4,27-01-2021 10:55,Education,audio,disgust,negative,0,,,,
18913,ee18c383-1e7a-4507-9e78-1061da09143a,02-11-2020 21:15,Education,audio,disgust,negative,0,,,,
18912,ee18c383-1e7a-4507-9e78-1061da09143a,26-08-2020 01:37,Education,audio,disgust,negative,0,,,,
18314,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,02-04-2021 05:16,Education,audio,disgust,negative,0,,,,
18312,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,14-12-2020 14:10,Education,audio,disgust,negative,0,,,,
17617,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,09-07-2020 15:22,Education,audio,disgust,negative,0,,,,
15655,e57d3bd7-da38-492d-a87d-3a643f61fd9c,22-11-2020 23:33,Education,audio,disgust,negative,0,,,,
15641,e57d3bd7-da38-492d-a87d-3a643f61fd9c,23-07-2020 03:38,Education,audio,disgust,negative,0,,,,
15017,1c6be4a3-85ae-48da-81ff-44262690af51,16-07-2020 13:45,Education,audio,disgust,negative,0,,,,
15003,1c6be4a3-85ae-48da-81ff-44262690af51,09-05-2021 01:24,Education,audio,disgust,negative,0,,,,
13290,3af75639-bdaf-4461-b630-d212e7fb4f30,14-06-2021 13:40,Education,audio,disgust,negative,0,,,,
1690,f08bdab2-b888-484e-8fd9-919e6ed86c12,25-03-2021 19:36,Education,audio,disgust,negative,0,,,,
15499,fc462e49-0f19-4601-9f92-a31c9542887c,26-03-2021 16:33,Education,GIF,disgust,negative,0,,,,
15494,fc462e49-0f19-4601-9f92-a31c9542887c,02-02-2021 16:18,Education,GIF,disgust,negative,0,,,,
15466,fc462e49-0f19-4601-9f92-a31c9542887c,27-11-2020 10:07,Education,GIF,disgust,negative,0,,,,
10580,b4871080-6bb7-4056-82a9-d8015d7b76e8,24-10-2020 15:38,Education,GIF,disgust,negative,0,,,,
8054,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,23-07-2020 05:40,Education,GIF,disgust,negative,0,,,,
8039,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,08-01-2021 03:37,Education,GIF,disgust,negative,0,,,,
8034,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,22-01-2021 04:27,Education,GIF,disgust,negative,0,,,,
3099,e4466189-0b96-4cc4-9d7d-d0f27b982548,24-07-2020 09:08,Education,GIF,disgust,negative,0,,,,
3096,e4466189-0b96-4cc4-9d7d-d0f27b982548,03-02-2021 17:39,Education,GIF,disgust,negative,0,,,,
16724,5b71c62f-2c89-4d19-991f-65fedd0b52fd,17-08-2020 07:39,Education,video,disgust,negative,0,,,,
16718,5b71c62f-2c89-4d19-991f-65fedd0b52fd,04-04-2021 03:09,Education,video,disgust,negative,0,,,,
16702,5b71c62f-2c89-4d19-991f-65fedd0b52fd,21-12-2020 15:25,Education,video,disgust,negative,0,,,,
16692,5b71c62f-2c89-4d19-991f-65fedd0b52fd,23-01-2021 05:19,Education,video,disgust,negative,0,,,,
12148,6fd589e8-53ab-4345-896a-f428a92fcbe6,04-09-2020 15:31,Education,video,disgust,negative,0,,,,
12138,6fd589e8-53ab-4345-896a-f428a92fcbe6,22-08-2020 16:36,Education,video,disgust,negative,0,,,,
11552,57528f91-7b0d-4120-acaf-82ee87f6df7d,01-12-2020 00:44,Education,video,disgust,negative,0,,,,
10708,fbd8f70d-d62d-42e8-9508-9f5815ab578c,08-09-2020 03:01,Education,video,disgust,negative,0,,,,
8919,3a7b85dd-717e-4460-8144-498fdbc9380c,15-11-2020 17:45,Education,video,disgust,negative,0,,,,
8918,3a7b85dd-717e-4460-8144-498fdbc9380c,07-12-2020 01:43,Education,video,disgust,negative,0,,,,
8908,3a7b85dd-717e-4460-8144-498fdbc9380c,28-09-2020 13:38,Education,video,disgust,negative,0,,,,
8900,3a7b85dd-717e-4460-8144-498fdbc9380c,07-09-2020 19:57,Education,video,disgust,negative,0,,,,
8898,3a7b85dd-717e-4460-8144-498fdbc9380c,03-04-2021 10:54,Education,video,disgust,negative,0,,,,
8488,4e659bd8-44b6-41a3-893c-c528474a29c9,06-02-2021 14:01,Education,video,disgust,negative,0,,,,
8469,4e659bd8-44b6-41a3-893c-c528474a29c9,23-03-2021 03:55,Education,video,disgust,negative,0,,,,
7010,8338222c-c31f-40f3-883c-44125f36bae8,15-09-2020 10:38,Education,video,disgust,negative,0,,,,
3961,de95cdb1-a85a-40de-8467-892e2d1481af,25-01-2021 12:39,Education,video,disgust,negative,0,,,,
2959,433607b3-eeb4-48b8-9263-9805c1b89d55,14-04-2021 03:34,Education,video,disgust,negative,0,,,,
2958,433607b3-eeb4-48b8-9263-9805c1b89d55,20-01-2021 20:27,Education,video,disgust,negative,0,,,,
565,388bd9db-9d10-4f47-87c4-6db46e83bc95,31-03-2021 00:16,Education,video,disgust,negative,0,,,,
24230,8644e163-704a-4a99-a859-5e07fcfe3879,25-09-2020 15:17,Education,photo,disgust,negative,0,,,,
23825,4789b064-7b3c-4339-bf15-b9e38222930c,22-07-2020 20:49,Education,photo,disgust,negative,0,,,,
23818,4789b064-7b3c-4339-bf15-b9e38222930c,08-09-2020 16:45,Education,photo,disgust,negative,0,,,,
22078,b3b384bf-3a17-4ccb-ba86-583dede8fe3c,28-06-2020 12:34,Education,photo,disgust,negative,0,,,,
22064,b3b384bf-3a17-4ccb-ba86-583dede8fe3c,02-02-2021 07:38,Education,photo,disgust,negative,0,,,,
18799,1934a201-0590-41af-bf40-5ddd6254d744,23-05-2021 15:41,Education,photo,disgust,negative,0,,,,
18774,1934a201-0590-41af-bf40-5ddd6254d744,05-12-2020 23:54,Education,photo,disgust,negative,0,,,,
18772,1934a201-0590-41af-bf40-5ddd6254d744,25-04-2021 14:24,Education,photo,disgust,negative,0,,,,
18657,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,02-12-2020 08:31,Education,photo,disgust,negative,0,,,,
14542,e3bb5693-091c-47de-b4b7-78e28b5fbb98,06-04-2021 14:44,Education,photo,disgust,negative,0,,,,
14531,e3bb5693-091c-47de-b4b7-78e28b5fbb98,04-12-2020 07:34,Education,photo,disgust,negative,0,,,,
14527,e3bb5693-091c-47de-b4b7-78e28b5fbb98,27-06-2020 15:26,Education,photo,disgust,negative,0,,,,
14510,e3bb5693-091c-47de-b4b7-78e28b5fbb98,02-06-2021 06:09,Education,photo,disgust,negative,0,,,,
10325,1517abf6-67ed-47e1-9b9b-7e79a23a4d22,06-10-2020 07:42,Education,photo,disgust,negative,0,,,,
8835,e4827a5c-c604-4aad-b7ed-b396b3601b74,25-01-2021 10:46,Education,photo,disgust,negative,0,,,,
8824,e4827a5c-c604-4aad-b7ed-b396b3601b74,09-09-2020 10:55,Education,photo,disgust,negative,0,,,,
6954,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,03-10-2020 06:16,Education,photo,disgust,negative,0,,,,
6941,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,14-01-2021 23:43,Education,photo,disgust,negative,0,,,,
6933,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,25-06-2020 08:01,Education,photo,disgust,negative,0,,,,
6741,19179d57-4950-4a98-87fa-98f824551a6f,27-07-2020 17:35,Education,photo,disgust,negative,0,,,,
6392,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,28-04-2021 02:15,Education,photo,disgust,negative,0,,,,
5794,1987b43d-bcb9-4ab0-8634-ef3623928e94,30-10-2020 20:00,Education,photo,disgust,negative,0,,,,
5316,ff883828-a610-492d-8635-8a777eaad25f,01-01-2021 18:11,Education,photo,disgust,negative,0,,,,
5287,ff883828-a610-492d-8635-8a777eaad25f,21-07-2020 12:55,Education,photo,disgust,negative,0,,,,
5281,ff883828-a610-492d-8635-8a777eaad25f,07-08-2020 16:37,Education,photo,disgust,negative,0,,,,
5280,ff883828-a610-492d-8635-8a777eaad25f,13-04-2021 09:50,Education,photo,disgust,negative,0,,,,
5272,ff883828-a610-492d-8635-8a777eaad25f,27-12-2020 12:13,Education,photo,disgust,negative,0,,,,
3289,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,05-04-2021 05:18,Education,photo,disgust,negative,0,,,,
1746,258bb775-3c35-4eec-90f3-8b75a52e466a,07-06-2021 04:28,Education,photo,disgust,negative,0,,,,
1737,258bb775-3c35-4eec-90f3-8b75a52e466a,26-11-2020 14:04,Education,photo,disgust,negative,0,,,,
24235,8644e163-704a-4a99-a859-5e07fcfe3879,31-01-2021 19:11,Education,photo,worried,negative,12,,,,
24228,8644e163-704a-4a99-a859-5e07fcfe3879,03-02-2021 03:57,Education,photo,worried,negative,12,,,,
23821,4789b064-7b3c-4339-bf15-b9e38222930c,09-12-2020 07:18,Education,photo,worried,negative,12,,,,
22073,b3b384bf-3a17-4ccb-ba86-583dede8fe3c,26-05-2021 05:55,Education,photo,worried,negative,12,,,,
18830,25290b06-ca05-43eb-8e54-e345a41ddba7,11-07-2020 07:34,Education,photo,worried,negative,12,,,,
18786,1934a201-0590-41af-bf40-5ddd6254d744,10-06-2021 13:41,Education,photo,worried,negative,12,,,,
18784,1934a201-0590-41af-bf40-5ddd6254d744,21-12-2020 10:33,Education,photo,worried,negative,12,,,,
18655,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,01-11-2020 00:05,Education,photo,worried,negative,12,,,,
14552,e3bb5693-091c-47de-b4b7-78e28b5fbb98,24-08-2020 03:49,Education,photo,worried,negative,12,,,,
14547,e3bb5693-091c-47de-b4b7-78e28b5fbb98,02-11-2020 13:33,Education,photo,worried,negative,12,,,,
14545,e3bb5693-091c-47de-b4b7-78e28b5fbb98,13-12-2020 09:21,Education,photo,worried,negative,12,,,,
14526,e3bb5693-091c-47de-b4b7-78e28b5fbb98,08-08-2020 00:02,Education,photo,worried,negative,12,,,,
14517,e3bb5693-091c-47de-b4b7-78e28b5fbb98,04-07-2020 07:51,Education,photo,worried,negative,12,,,,
14515,e3bb5693-091c-47de-b4b7-78e28b5fbb98,03-12-2020 17:07,Education,photo,worried,negative,12,,,,
14509,e3bb5693-091c-47de-b4b7-78e28b5fbb98,05-09-2020 07:49,Education,photo,worried,negative,12,,,,
10329,1517abf6-67ed-47e1-9b9b-7e79a23a4d22,17-12-2020 04:10,Education,photo,worried,negative,12,,,,
8832,e4827a5c-c604-4aad-b7ed-b396b3601b74,26-04-2021 20:16,Education,photo,worried,negative,12,,,,
8828,e4827a5c-c604-4aad-b7ed-b396b3601b74,13-09-2020 10:14,Education,photo,worried,negative,12,,,,
6939,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,19-05-2021 23:15,Education,photo,worried,negative,12,,,,
6747,19179d57-4950-4a98-87fa-98f824551a6f,12-08-2020 21:06,Education,photo,worried,negative,12,,,,
6742,19179d57-4950-4a98-87fa-98f824551a6f,24-06-2020 06:36,Education,photo,worried,negative,12,,,,
6738,19179d57-4950-4a98-87fa-98f824551a6f,24-03-2021 16:19,Education,photo,worried,negative,12,,,,
6714,19179d57-4950-4a98-87fa-98f824551a6f,15-08-2020 09:12,Education,photo,worried,negative,12,,,,
6673,227a8c57-e5a0-46a8-999d-fcdea42c0905,10-02-2021 02:17,Education,photo,worried,negative,12,,,,
6409,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,01-05-2021 22:53,Education,photo,worried,negative,12,,,,
5804,1987b43d-bcb9-4ab0-8634-ef3623928e94,22-08-2020 13:55,Education,photo,worried,negative,12,,,,
5800,1987b43d-bcb9-4ab0-8634-ef3623928e94,12-07-2020 06:55,Education,photo,worried,negative,12,,,,
5313,ff883828-a610-492d-8635-8a777eaad25f,17-05-2021 07:17,Education,photo,worried,negative,12,,,,
5298,ff883828-a610-492d-8635-8a777eaad25f,18-01-2021 02:54,Education,photo,worried,negative,12,,,,
5295,ff883828-a610-492d-8635-8a777eaad25f,11-12-2020 20:42,Education,photo,worried,negative,12,,,,
5277,ff883828-a610-492d-8635-8a777eaad25f,01-12-2020 20:45,Education,photo,worried,negative,12,,,,
3290,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,23-05-2021 16:32,Education,photo,worried,negative,12,,,,
3285,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,11-09-2020 16:51,Education,photo,worried,negative,12,,,,
3282,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,15-02-2021 17:47,Education,photo,worried,negative,12,,,,
1767,258bb775-3c35-4eec-90f3-8b75a52e466a,02-01-2021 03:56,Education,photo,worried,negative,12,,,,
19722,f65dbde9-c8dc-4851-927e-964fa2e0908a,11-06-2021 13:46,Education,video,worried,negative,12,,,,
16726,5b71c62f-2c89-4d19-991f-65fedd0b52fd,31-07-2020 14:52,Education,video,worried,negative,12,,,,
16715,5b71c62f-2c89-4d19-991f-65fedd0b52fd,28-10-2020 22:19,Education,video,worried,negative,12,,,,
16695,5b71c62f-2c89-4d19-991f-65fedd0b52fd,13-06-2021 10:40,Education,video,worried,negative,12,,,,
12145,6fd589e8-53ab-4345-896a-f428a92fcbe6,18-05-2021 07:15,Education,video,worried,negative,12,,,,
11572,57528f91-7b0d-4120-acaf-82ee87f6df7d,11-01-2021 13:44,Education,video,worried,negative,12,,,,
11567,57528f91-7b0d-4120-acaf-82ee87f6df7d,01-08-2020 14:48,Education,video,worried,negative,12,,,,
11557,57528f91-7b0d-4120-acaf-82ee87f6df7d,19-10-2020 01:26,Education,video,worried,negative,12,,,,
11547,57528f91-7b0d-4120-acaf-82ee87f6df7d,31-03-2021 13:32,Education,video,worried,negative,12,,,,
11085,7f9423ac-89b4-4a9a-9747-76e8dd533e81,11-01-2021 17:06,Education,video,worried,negative,12,,,,
10747,fbd8f70d-d62d-42e8-9508-9f5815ab578c,17-11-2020 07:03,Education,video,worried,negative,12,,,,
10730,fbd8f70d-d62d-42e8-9508-9f5815ab578c,19-06-2020 00:10,Education,video,worried,negative,12,,,,
10716,fbd8f70d-d62d-42e8-9508-9f5815ab578c,10-08-2020 00:17,Education,video,worried,negative,12,,,,
8928,3a7b85dd-717e-4460-8144-498fdbc9380c,29-08-2020 02:32,Education,video,worried,negative,12,,,,
8917,3a7b85dd-717e-4460-8144-498fdbc9380c,27-03-2021 09:27,Education,video,worried,negative,12,,,,
8907,3a7b85dd-717e-4460-8144-498fdbc9380c,21-10-2020 08:29,Education,video,worried,negative,12,,,,
8905,3a7b85dd-717e-4460-8144-498fdbc9380c,12-01-2021 05:07,Education,video,worried,negative,12,,,,
8895,3a7b85dd-717e-4460-8144-498fdbc9380c,21-09-2020 22:43,Education,video,worried,negative,12,,,,
8489,4e659bd8-44b6-41a3-893c-c528474a29c9,25-02-2021 19:23,Education,video,worried,negative,12,,,,
8480,4e659bd8-44b6-41a3-893c-c528474a29c9,18-12-2020 04:02,Education,video,worried,negative,12,,,,
8478,4e659bd8-44b6-41a3-893c-c528474a29c9,23-01-2021 07:11,Education,video,worried,negative,12,,,,
7011,8338222c-c31f-40f3-883c-44125f36bae8,19-02-2021 18:32,Education,video,worried,negative,12,,,,
3951,de95cdb1-a85a-40de-8467-892e2d1481af,21-08-2020 04:50,Education,video,worried,negative,12,,,,
3943,de95cdb1-a85a-40de-8467-892e2d1481af,20-04-2021 21:48,Education,video,worried,negative,12,,,,
2957,433607b3-eeb4-48b8-9263-9805c1b89d55,15-04-2021 19:53,Education,video,worried,negative,12,,,,
2950,433607b3-eeb4-48b8-9263-9805c1b89d55,30-11-2020 21:19,Education,video,worried,negative,12,,,,
15503,fc462e49-0f19-4601-9f92-a31c9542887c,24-12-2020 08:16,Education,GIF,worried,negative,12,,,,
15481,fc462e49-0f19-4601-9f92-a31c9542887c,04-05-2021 11:35,Education,GIF,worried,negative,12,,,,
12219,bcd3702f-c27e-48ce-889b-63f765f498ef,12-01-2021 10:37,Education,GIF,worried,negative,12,,,,
8064,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,05-10-2020 22:54,Education,GIF,worried,negative,12,,,,
8042,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,20-11-2020 18:18,Education,GIF,worried,negative,12,,,,
8036,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,22-10-2020 05:43,Education,GIF,worried,negative,12,,,,
5632,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,11-02-2021 22:54,Education,GIF,worried,negative,12,,,,
5627,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,01-02-2021 03:16,Education,GIF,worried,negative,12,,,,
3112,e4466189-0b96-4cc4-9d7d-d0f27b982548,04-11-2020 08:43,Education,GIF,worried,negative,12,,,,
22722,04e1996d-ccb3-4b19-923a-8dc2a52e4bd4,25-09-2020 02:10,Education,audio,worried,negative,12,,,,
22713,04e1996d-ccb3-4b19-923a-8dc2a52e4bd4,26-04-2021 19:37,Education,audio,worried,negative,12,,,,
18332,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,28-03-2021 21:57,Education,audio,worried,negative,12,,,,
18328,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,16-07-2020 18:17,Education,audio,worried,negative,12,,,,
17630,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,07-11-2020 16:55,Education,audio,worried,negative,12,,,,
15652,e57d3bd7-da38-492d-a87d-3a643f61fd9c,08-01-2021 16:57,Education,audio,worried,negative,12,,,,
15637,e57d3bd7-da38-492d-a87d-3a643f61fd9c,15-05-2021 23:13,Education,audio,worried,negative,12,,,,
15013,1c6be4a3-85ae-48da-81ff-44262690af51,15-09-2020 23:45,Education,audio,worried,negative,12,,,,
15011,1c6be4a3-85ae-48da-81ff-44262690af51,28-07-2020 08:52,Education,audio,worried,negative,12,,,,
13299,3af75639-bdaf-4461-b630-d212e7fb4f30,28-07-2020 08:00,Education,audio,worried,negative,12,,,,
13289,3af75639-bdaf-4461-b630-d212e7fb4f30,05-03-2021 12:01,Education,audio,worried,negative,12,,,,
12119,732e236f-f063-42b6-b5c1-24938385a126,04-03-2021 19:06,Education,audio,worried,negative,12,,,,
6382,062cbf2f-fc22-4357-8890-63e7f13fcd37,26-06-2020 19:09,Education,audio,worried,negative,12,,,,
6375,062cbf2f-fc22-4357-8890-63e7f13fcd37,11-10-2020 04:16,Education,audio,worried,negative,12,,,,
6365,062cbf2f-fc22-4357-8890-63e7f13fcd37,16-04-2021 22:37,Education,audio,worried,negative,12,,,,
5527,58059956-4cde-4671-9baf-904851731540,10-04-2021 01:58,Education,audio,worried,negative,12,,,,
5518,58059956-4cde-4671-9baf-904851731540,25-08-2020 21:57,Education,audio,worried,negative,12,,,,
1711,f08bdab2-b888-484e-8fd9-919e6ed86c12,29-09-2020 08:11,Education,audio,worried,negative,12,,,,
1702,f08bdab2-b888-484e-8fd9-919e6ed86c12,05-03-2021 15:05,Education,audio,worried,negative,12,,,,
1687,f08bdab2-b888-484e-8fd9-919e6ed86c12,07-07-2020 00:18,Education,audio,worried,negative,12,,,,
19286,845fe8d4-bffc-485f-ae96-fd8fe9ea013d,25-09-2020 11:38,Education,audio,indifferent,neutral,20,,,,
18337,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,28-03-2021 08:35,Education,audio,indifferent,neutral,20,,,,
18330,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,26-11-2020 02:51,Education,audio,indifferent,neutral,20,,,,
18319,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,02-03-2021 20:42,Education,audio,indifferent,neutral,20,,,,
18305,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,04-11-2020 17:50,Education,audio,indifferent,neutral,20,,,,
17618,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,06-11-2020 13:15,Education,audio,indifferent,neutral,20,,,,
17615,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,15-10-2020 23:37,Education,audio,indifferent,neutral,20,,,,
17613,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,22-06-2020 23:37,Education,audio,indifferent,neutral,20,,,,
17609,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,23-05-2021 11:26,Education,audio,indifferent,neutral,20,,,,
15650,e57d3bd7-da38-492d-a87d-3a643f61fd9c,14-05-2021 19:19,Education,audio,indifferent,neutral,20,,,,
15639,e57d3bd7-da38-492d-a87d-3a643f61fd9c,15-03-2021 11:01,Education,audio,indifferent,neutral,20,,,,
15638,e57d3bd7-da38-492d-a87d-3a643f61fd9c,02-09-2020 04:30,Education,audio,indifferent,neutral,20,,,,
15025,1c6be4a3-85ae-48da-81ff-44262690af51,13-03-2021 09:37,Education,audio,indifferent,neutral,20,,,,
13295,3af75639-bdaf-4461-b630-d212e7fb4f30,31-05-2021 05:39,Education,audio,indifferent,neutral,20,,,,
12118,732e236f-f063-42b6-b5c1-24938385a126,31-07-2020 15:35,Education,audio,indifferent,neutral,20,,,,
6381,062cbf2f-fc22-4357-8890-63e7f13fcd37,28-03-2021 19:26,Education,audio,indifferent,neutral,20,,,,
6374,062cbf2f-fc22-4357-8890-63e7f13fcd37,30-10-2020 03:01,Education,audio,indifferent,neutral,20,,,,
1700,f08bdab2-b888-484e-8fd9-919e6ed86c12,14-08-2020 01:27,Education,audio,indifferent,neutral,20,,,,
15504,fc462e49-0f19-4601-9f92-a31c9542887c,14-05-2021 02:13,Education,GIF,indifferent,neutral,20,,,,
15500,fc462e49-0f19-4601-9f92-a31c9542887c,04-01-2021 04:37,Education,GIF,indifferent,neutral,20,,,,
12217,bcd3702f-c27e-48ce-889b-63f765f498ef,03-07-2020 22:34,Education,GIF,indifferent,neutral,20,,,,
12203,bcd3702f-c27e-48ce-889b-63f765f498ef,15-01-2021 08:26,Education,GIF,indifferent,neutral,20,,,,
12194,bcd3702f-c27e-48ce-889b-63f765f498ef,03-12-2020 11:56,Education,GIF,indifferent,neutral,20,,,,
10579,b4871080-6bb7-4056-82a9-d8015d7b76e8,10-09-2020 11:47,Education,GIF,indifferent,neutral,20,,,,
10576,b4871080-6bb7-4056-82a9-d8015d7b76e8,27-04-2021 19:46,Education,GIF,indifferent,neutral,20,,,,
8056,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,13-10-2020 23:32,Education,GIF,indifferent,neutral,20,,,,
8051,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,03-01-2021 01:37,Education,GIF,indifferent,neutral,20,,,,
8026,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,22-02-2021 02:36,Education,GIF,indifferent,neutral,20,,,,
5631,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,24-05-2021 20:20,Education,GIF,indifferent,neutral,20,,,,
24233,8644e163-704a-4a99-a859-5e07fcfe3879,04-01-2021 12:40,Education,photo,indifferent,neutral,20,,,,
23831,4789b064-7b3c-4339-bf15-b9e38222930c,10-07-2020 04:17,Education,photo,indifferent,neutral,20,,,,
23465,a03b3048-776e-4925-a52e-f6b1760a1be4,31-03-2021 17:20,Education,photo,indifferent,neutral,20,,,,
23457,a03b3048-776e-4925-a52e-f6b1760a1be4,23-08-2020 00:03,Education,photo,indifferent,neutral,20,,,,
23455,a03b3048-776e-4925-a52e-f6b1760a1be4,07-09-2020 22:19,Education,photo,indifferent,neutral,20,,,,
23454,a03b3048-776e-4925-a52e-f6b1760a1be4,15-05-2021 04:04,Education,photo,indifferent,neutral,20,,,,
22062,b3b384bf-3a17-4ccb-ba86-583dede8fe3c,10-03-2021 23:31,Education,photo,indifferent,neutral,20,,,,
18843,25290b06-ca05-43eb-8e54-e345a41ddba7,16-12-2020 05:15,Education,photo,indifferent,neutral,20,,,,
18785,1934a201-0590-41af-bf40-5ddd6254d744,27-09-2020 14:59,Education,photo,indifferent,neutral,20,,,,
18649,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,06-10-2020 01:14,Education,photo,indifferent,neutral,20,,,,
18646,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,24-07-2020 00:55,Education,photo,indifferent,neutral,20,,,,
14536,e3bb5693-091c-47de-b4b7-78e28b5fbb98,23-08-2020 04:15,Education,photo,indifferent,neutral,20,,,,
14522,e3bb5693-091c-47de-b4b7-78e28b5fbb98,18-02-2021 11:27,Education,photo,indifferent,neutral,20,,,,
14520,e3bb5693-091c-47de-b4b7-78e28b5fbb98,23-05-2021 19:38,Education,photo,indifferent,neutral,20,,,,
10327,1517abf6-67ed-47e1-9b9b-7e79a23a4d22,16-05-2021 19:26,Education,photo,indifferent,neutral,20,,,,
10321,1517abf6-67ed-47e1-9b9b-7e79a23a4d22,10-05-2021 06:55,Education,photo,indifferent,neutral,20,,,,
10315,1517abf6-67ed-47e1-9b9b-7e79a23a4d22,11-05-2021 01:53,Education,photo,indifferent,neutral,20,,,,
10310,1517abf6-67ed-47e1-9b9b-7e79a23a4d22,25-08-2020 17:29,Education,photo,indifferent,neutral,20,,,,
8821,e4827a5c-c604-4aad-b7ed-b396b3601b74,01-01-2021 12:43,Education,photo,indifferent,neutral,20,,,,
6949,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,08-08-2020 06:50,Education,photo,indifferent,neutral,20,,,,
6737,19179d57-4950-4a98-87fa-98f824551a6f,25-09-2020 08:55,Education,photo,indifferent,neutral,20,,,,
6721,19179d57-4950-4a98-87fa-98f824551a6f,01-12-2020 17:42,Education,photo,indifferent,neutral,20,,,,
6719,19179d57-4950-4a98-87fa-98f824551a6f,18-07-2020 03:00,Education,photo,indifferent,neutral,20,,,,
6400,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,06-09-2020 13:30,Education,photo,indifferent,neutral,20,,,,
6395,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,13-09-2020 05:21,Education,photo,indifferent,neutral,20,,,,
5801,1987b43d-bcb9-4ab0-8634-ef3623928e94,09-12-2020 19:46,Education,photo,indifferent,neutral,20,,,,
5305,ff883828-a610-492d-8635-8a777eaad25f,22-04-2021 10:20,Education,photo,indifferent,neutral,20,,,,
